locality,state,postcode,count
St George Ranges,WA,6728,115
Springfield,TAS,7260,115
Reedy Marsh,TAS,7304,115
Camdale,TAS,7320,115
Paynes Crossing,NSW,2325,114
The Branch,NSW,2425,114
Possum Brush,NSW,2430,114
North Tumbulgum,NSW,2490,114
Foxground,NSW,2534,114
Akolele,NSW,2546,114
Narrawa,NSW,2583,114
Charleys Forest,NSW,2622,114
Cathcart,NSW,2632,114
Navarre,VIC,3384,114
Bridgewater,VIC,3516,114
Culgoa,VIC,3530,114
Allans Flat,VIC,3691,114
Ancona,VIC,3715,114
Ellinbank,VIC,3821,114
Blanchview,QLD,4352,114
Parklands,QLD,4560,114
Tandur,QLD,4570,114
Black Snake,QLD,4600,114
Tablelands,QLD,4605,114
Doolbi,QLD,4660,114
Shannonvale,QLD,4873,114
Leighton,SA,5417,114
Jardee,WA,6258,114
Manypeaks,WA,6328,114
Nullagine,WA,6758,114
Legerwood,TAS,7263,114
Mimili,NT,0872,113
Mount View,NSW,2325,113
Rowena,NSW,2387,113
Dungay,NSW,2484,113
Kielvale,NSW,2484,113
Coalcliff,NSW,2508,113
Pomona,NSW,2648,113
Downside,NSW,2650,113
Putta Bucca,NSW,2850,113
Crossley,VIC,3283,113
Gobur,VIC,3719,113
Freeburgh,VIC,3741,113
Seaton,VIC,3858,113
Pound Creek,VIC,3996,113
Allenview,QLD,4285,113
Carneys Creek,QLD,4310,113
Amby,QLD,4462,113
Chahpingah,QLD,4610,113
Eidsvold West,QLD,4627,113
Yerra,QLD,4650,113
Myrtlevale,QLD,4800,113
Mer Island,QLD,4875,113
Palmer,QLD,4892,113
Brinkley,SA,5253,113
Wanbi,SA,5310,113
Bonniefield,WA,6525,113
Kalumburu,WA,6740,113
Ridgeway,TAS,7054,113
Chudleigh,TAS,7304,113
Blackmore,NT,0822,112
Merah North,NSW,2388,112
Hilldale,NSW,2420,112
Uralba,NSW,2477,112
Little Forest,NSW,2538,112
Yathella,NSW,2650,112
Pleasant Hills,NSW,2658,112
Mayrung,NSW,2710,112
Isabella,NSW,2795,112
Marnoo,VIC,3387,112
Hesket,VIC,3442,112
Merbein West,VIC,3505,112
Murchison North,VIC,3610,112
Dederang,VIC,3691,112
Boorolite,VIC,3723,112
Berrys Creek,VIC,3953,112
Rosehill,QLD,4370,112
Ranges Bridge,QLD,4405,112
Jimna,QLD,4515,112
Greenview,QLD,4606,112
Brooweena,QLD,4620,112
East Russell,QLD,4861,112
Black Hill,SA,5353,112
Wild Horse Plains,SA,5501,112
Meerup,WA,6262,112
Doodlakine,WA,6411,112
Nabawa,WA,6532,112
Castle Forbes Bay,TAS,7116,112
Kaoota,TAS,7150,112
Iwantja,NT,0872,111
Canoelands,NSW,2157,111
Craven,NSW,2422,111
Upper Kangaroo River,NSW,2577,111
Avonside,NSW,2628,111
Morven,NSW,2660,111
Laharum,VIC,3401,111
Woods Point,VIC,3723,111
Millmerran Downs,QLD,4357,111
Curramore,QLD,4552,111
Sexton,QLD,4570,111
St Mary,QLD,4650,111
Talegalla Weir,QLD,4650,111
Bray,SA,5276,111
Brownlow,SA,5374,111
Leasingham,SA,5452,111
Pinery,SA,5460,111
Reeves Plains,SA,5502,111
Parsons Beach,SA,5575,111
Reinscourt,WA,6280,111
Rosa Glen,WA,6285,111
Seppings,WA,6330,111
Ranford,WA,6390,111
Wubin,WA,6612,111
Copping,TAS,7174,111
Frankford,TAS,7275,111
Kalkarindji,NT,0852,110
Lansdowne,NSW,2163,110
Ramornie,NSW,2460,110
South Arm,NSW,2460,110
Dalwood,NSW,2477,110
Whian Whian,NSW,2480,110
Huntley,NSW,2530,110
Bocoble,NSW,2850,110
Pyramul,NSW,2850,110
Pimpinio,VIC,3401,110
Monegeetta,VIC,3433,110
Benloch,VIC,3435,110
Caniambo,VIC,3630,110
Cobram East,VIC,3644,110
Everton,VIC,3678,110
Jeebropilly,QLD,4340,110
Smithlea,QLD,4385,110
Coonambula,QLD,4626,110
Windermere,QLD,4670,110
Berajondo,QLD,4674,110
Ironpot,QLD,4701,110
Pheasant Creek,QLD,4702,110
Groper Creek,QLD,4806,110
Coorumba,QLD,4860,110
Garradunga,QLD,4860,110
Silver Valley,QLD,4872,110
Kybunga,SA,5453,110
Barabba,SA,5460,110
Kielpa,SA,5642,110
Benger,WA,6223,110
Upper Capel,WA,6239,110
Catterick,WA,6255,110
Talbot,WA,6302,110
Coomalbidgup,WA,6450,110
Lennard Brook,WA,6503,110
Nanson,WA,6532,110
West Island,OT,6799,110
Dulcot,TAS,7025,110
Lebrina,TAS,7254,110
Coasters Retreat,NSW,2108,109
Howes Valley,NSW,2330,109
Wiangaree,NSW,2474,109
Mount Arthur,NSW,2820,109
Botobolar,NSW,2850,109
Alectown,NSW,2870,109
Nulla Vale,VIC,3435,109
Mitiamo,VIC,3573,109
Lurg,VIC,3673,109
Kalimna West,VIC,3909,109
Leongatha North,VIC,3953,109
Jimbour West,QLD,4406,109
Wetheron,QLD,4625,109
Magnolia,QLD,4650,109
Alexandra,QLD,4740,109
Shute Harbour,QLD,4802,109
Mount Carbine,QLD,4871,109
Cape Tribulation,QLD,4873,109
Seddon,SA,5223,109
Moyhall,SA,5271,109
Wattle Range,SA,5280,109
Glenlusk,TAS,7012,109
White Hills,TAS,7258,109
Moobi,NSW,2337,108
Brookfield,NSW,2420,108
Brimbin,NSW,2430,108
Barraganyatti,NSW,2441,108
Rappville,NSW,2469,108
Nanima,NSW,2582,108
Bungowannah,NSW,2640,108
Big Springs,NSW,2650,108
Mundongo,NSW,2720,108
Wisemans Creek,NSW,2795,108
Glen Alice,NSW,2849,108
Wallace,VIC,3352,108
Trawalla,VIC,3373,108
Springfield,VIC,3434,108
Musk Vale,VIC,3461,108
Tol Tol,VIC,3549,108
Corop,VIC,3559,108
Murchison East,VIC,3610,108
Mount Molar,QLD,4361,108
Goodar,QLD,4390,108
Langshaw,QLD,4570,108
Mount Surprise,QLD,4871,108
Kureen,QLD,4885,108
Sandy Grove,SA,5275,108
Koppio,SA,5607,108
Bramfield,SA,5670,108
Coorabie,SA,5690,108
Winnejup,WA,6255,108
Jerdacuttup,WA,6346,108
Surges Bay,TAS,7116,108
Dunolly,NSW,2330,107
Purlewaugh,NSW,2357,107
Melinga,NSW,2430,107
Utungun,NSW,2447,107
Eatonsville,NSW,2460,107
South Ballina,NSW,2478,107
Mount Warning,NSW,2484,107
Milvale,NSW,2594,107
Thuddungra,NSW,2594,107
Bendoura,NSW,2622,107
Chesney Vale,VIC,3725,107
Cora Lynn,VIC,3814,107
Hedley,VIC,3967,107
Upper Flagstone,QLD,4344,107
Canaga,QLD,4413,107
Hopeland,QLD,4413,107
Crohamhurst,QLD,4519,107
Binjour,QLD,4625,107
Diglum,QLD,4680,107
Sandiford,QLD,4740,107
Gumlow,QLD,4815,107
Stamford,QLD,4821,107
Jupiter Creek,SA,5153,107
Monteith,SA,5253,107
Beaufort,SA,5550,107
Kainton,SA,5552,107
Pinkawillinie,SA,5641,107
Miranda,SA,5700,107
Broadmarsh,TAS,7030,107
Lefroy,TAS,7252,107
Tomahawk,TAS,7262,107
Lloyd Creek,NT,0822,106
Ryhope,NSW,2283,106
Balala,NSW,2358,106
Biniguy,NSW,2399,106
Wallarobba,NSW,2420,106
Koreelah,NSW,2476,106
Mooball,NSW,2483,106
Black Range,NSW,2550,106
Towrang,NSW,2580,106
Wayo,NSW,2580,106
Jerangle,NSW,2630,106
Cobbora,NSW,2844,106
Bunkers Hill,VIC,3352,106
Red Lion,VIC,3371,106
Gundowring,VIC,3691,106
Osbornes Flat,VIC,3691,106
Rokeby,VIC,3821,106
Stradbroke,VIC,3851,106
Larapinta,QLD,4110,106
Biddaddaba,QLD,4275,106
Groomsville,QLD,4352,106
Daymar,QLD,4497,106
Isis River,QLD,4660,106
Yaamba,QLD,4704,106
Lower Tully,QLD,4854,106
Laura,QLD,4892,106
Buchfelde,SA,5118,106
Cascade,WA,6450,106
Rudds Gully,WA,6532,106
Nabowla,TAS,7260,106
South Riana,TAS,7316,106
Lee Point,NT,0810,105
Timber Creek,NT,0852,105
Arumbera,NT,0873,105
Mount Thorley,NSW,2330,105
Arding,NSW,2358,105
Bonshaw,NSW,2361,105
Bucca Wauka,NSW,2429,105
Eviron,NSW,2484,105
Jeremadra,NSW,2536,105
South Wolumla,NSW,2550,105
Durran Durra,NSW,2622,105
Brucedale,NSW,2650,105
Pottery Estate,NSW,2790,105
Turondale,NSW,2795,105
Armatree,NSW,2828,105
Yeodene,VIC,3249,105
Sandford,VIC,3312,105
Moliagul,VIC,3472,105
Kialla East,VIC,3631,105
Muckatah,VIC,3644,105
Huon,VIC,3695,105
Munro,VIC,3862,105
Jeetho,VIC,3945,105
Mount Byron,QLD,4312,105
Felton South,QLD,4358,105
Guluguba,QLD,4418,105
Bangalee,QLD,4703,105
Mount Murchison,QLD,4715,105
Rocky Gully,SA,5254,105
Western Flat,SA,5268,105
Wauraltee,SA,5573,105
Koolywurtie,SA,5575,105
Haslam,SA,5680,105
Millbrook,WA,6330,105
Port Albany,WA,6330,105
Lake King,WA,6356,105
Stove Hill,WA,6714,105
Kaltjiti,NT,0872,104
Wakefield,NSW,2278,104
Gum Flat,NSW,2360,104
Kimbriki,NSW,2429,104
Rous,NSW,2477,104
Nashua,NSW,2479,104
Stony Chute,NSW,2480,104
Cobaki,NSW,2486,104
Bannister,NSW,2580,104
Dairymans Plains,NSW,2630,104
Sun Valley,NSW,2777,104
Lewis Ponds,NSW,2800,104
Burroway,NSW,2821,104
Wartook,VIC,3401,104
Bolinda,VIC,3432,104
Waterford Park,VIC,3658,104
Three Bridges,VIC,3797,104
Hill End,VIC,3825,104
Calulu,VIC,3875,104
Jumbunna,VIC,3951,104
Bulwer,QLD,4025,104
Priestdale,QLD,4127,104
Milbong,QLD,4310,104
Orange Hill,QLD,4455,104
Manumbar,QLD,4601,104
Silverleaf,QLD,4605,104
Riverleigh,QLD,4626,104
Island Plantation,QLD,4650,104
Mount Urah,QLD,4650,104
Hibernia,QLD,4723,104
Dows Creek,QLD,4754,104
Carstairs,QLD,4806,104
Macgillivray,SA,5223,104
Cromer,SA,5235,104
Kordabup,WA,6333,104
Winkleigh,TAS,7275,104
Barrington,TAS,7306,104
Freemans Waterhole,NSW,2323,103
Bective,NSW,2340,103
Kentucky,NSW,2354,103
Bobin,NSW,2429,103
Rosewood,NSW,2446,103
Kungala,NSW,2460,103
James Creek,NSW,2463,103
Keith Hall,NSW,2478,103
Burragate,NSW,2550,103
Mullion,NSW,2582,103
Euberta,NSW,2650,103
Mount David,NSW,2795,103
Rock Forest,NSW,2795,103
Jancourt East,VIC,3266,103
Parwan,VIC,3340,103
Newlyn,VIC,3364,103
Bamawm Extension,VIC,3564,103
Hazelwood,VIC,3840,103
Noorinbee,VIC,3890,103
Charlwood,QLD,4309,103
Iredale,QLD,4344,103
Pechey,QLD,4352,103
West Haldon,QLD,4359,103
Milman,QLD,4702,103
Rocky Point,QLD,4873,103
Lynton,SA,5062,103
Telowie,SA,5540,103
Port Rickaby,SA,5575,103
Benjinup,WA,6255,103
Kentdale,WA,6333,103
Butterwick,NSW,2321,102
Piallaway,NSW,2342,102
Monkerai,NSW,2415,102
Ewingar,NSW,2469,102
Greigs Flat,NSW,2549,102
Myrtleville,NSW,2580,102
Lake George,NSW,2581,102
Cooyal,NSW,2850,102
Gerangamete,VIC,3249,102
Ecklin South,VIC,3265,102
Valencia Creek,VIC,3860,102
Braemore,QLD,4313,102
Lanefield,QLD,4340,102
Laidley Creek West,QLD,4341,102
Kooroongarra,QLD,4357,102
Flinton,QLD,4422,102
Dunkeld,QLD,4465,102
Brigooda,QLD,4613,102
Kullogum,QLD,4660,102
Dalysford,QLD,4671,102
Boolburra,QLD,4702,102
Alabama Hill,QLD,4820,102
Birkalla,QLD,4854,102
Fox,SA,5272,102
Bethany,SA,5352,102
Tulka,SA,5607,102
Mount Hardey,WA,6302,102
Manmanning,WA,6465,102
Interlaken,TAS,7030,102
Wandella,NSW,2550,101
Joadja,NSW,2575,101
Brisbane Grove,NSW,2580,101
Cabramurra,NSW,2629,101
Benerembah,NSW,2680,101
Summer Hill Creek,NSW,2800,101
Windera,NSW,2800,101
Cope,NSW,2852,101
Bells Beach,VIC,3228,101
Winchelsea South,VIC,3241,101
Derrinal,VIC,3523,101
Yabba North,VIC,3646,101
Buckland,VIC,3740,101
Josephville,QLD,4285,101
Tummaville,QLD,4352,101
Dargal Road,QLD,4455,101
Durham,QLD,4492,101
Benair,QLD,4610,101
Drinan,QLD,4671,101
Dumgree,QLD,4715,101
Netherdale,QLD,4756,101
Dudley East,SA,5222,101
Coomandook,SA,5261,101
Pata,SA,5333,101
Bagot Well,SA,5373,101
Bethel,SA,5373,101
Hilltown,SA,5455,101
Arthur River,WA,6315,101
Black Hills,TAS,7140,101
Great Bay,TAS,7150,101
Kellevie,TAS,7176,101
Lovett Bay,NSW,2105,100
Rileys Hill,NSW,2472,100
Parma,NSW,2540,100
Shannons Flat,NSW,2630,100
Sodwalls,NSW,2790,100
Pennyroyal,VIC,3235,100
Gorae,VIC,3305,100
Sulky,VIC,3352,100
Tyntynder,VIC,3586,100
Dalmore,VIC,3981,100
Mount Sylvia,QLD,4343,100
Douglas,QLD,4354,100
Fletcher,QLD,4381,100
Red Hill,QLD,4413,100
Lagoon Pocket,QLD,4570,100
Barker Creek Flat,QLD,4615,100
Bogie,QLD,4805,100
Ross River,QLD,4816,100
Coquette Point,QLD,4860,100
Cowley,QLD,4871,100
Allendale North,SA,5373,100
Nantawarra,SA,5550,100
Longley,TAS,7150,100
Wattle Hill,TAS,7172,100
Nook,TAS,7306,100
Preston,TAS,7315,100
Nullamanna,NSW,2360,99
Frazers Creek,NSW,2446,99
Bostobrick,NSW,2453,99
Barkers Vale,NSW,2474,99
Rous Mill,NSW,2477,99
Urliup,NSW,2484,99
Yellow Rock,NSW,2527,99
Kiah,NSW,2551,99
Murrumburrah,NSW,2587,99
Adjungbilly,NSW,2727,99
Gingkin,NSW,2787,99
Glanmire,NSW,2795,99
Bambra,VIC,3241,99
Maude,VIC,3331,99
Nullawil,VIC,3529,99
Byrneside,VIC,3617,99
Northwood,VIC,3660,99
Balmattum,VIC,3666,99
Whanregarwen,VIC,3714,99
Kardella,VIC,3951,99
Cowan Cowan,QLD,4025,99
Massie,QLD,4370,99
Mount Alma,QLD,4680,99
Horse Creek,QLD,4714,99
Merryburn,QLD,4854,99
Midgenoo,QLD,4854,99
Agery,SA,5558,99
Point Souttar,SA,5577,99
Wanilla,SA,5607,99
Walgoolan,WA,6422,99
Hoddys Well,WA,6566,99
Belford,NSW,2335,98
Kellys Plains,NSW,2350,98
Koorainghat,NSW,2430,98
Bergalia,NSW,2537,98
Barragga Bay,NSW,2546,98
Tantawangalo,NSW,2550,98
Bevendale,NSW,2581,98
Harefield,NSW,2650,98
Muttama,NSW,2722,98
Billywillinga,NSW,2795,98
Cumborah,NSW,2832,98
Bogee,NSW,2849,98
Mount Hope,NSW,2877,98
Lower Norton,VIC,3401,98
Drouin East,VIC,3818,98
Club Terrace,VIC,3889,98
Strzelecki,VIC,3950,98
Dundas,QLD,4306,98
Teebar,QLD,4620,98
Antigua,QLD,4650,98
Machine Creek,QLD,4695,98
Kinchant Dam,QLD,4741,98
Piturie,QLD,4825,98
Longwood,SA,5153,98
Copeville,SA,5308,98
Pinkerton Plains,SA,5400,98
Yunta,SA,5440,98
Matta Flat,SA,5554,98
Koonibba,SA,5690,98
Pinjar,WA,6078,98
Redgate,WA,6286,98
Lowlands,WA,6330,98
Buller,WA,6532,98
Neika,TAS,7054,98
Parattah,TAS,7120,98
Pioneer,TAS,7264,98
Birralee,TAS,7303,98
West Kentish,TAS,7306,98
Kaltukatjara,NT,0872,97
Papunya,NT,0872,97
Willowra,NT,0872,97
Stanhope,NSW,2335,97
Oakwood,NSW,2360,97
Forbesdale,NSW,2422,97
Kundle Kundle,NSW,2430,97
Yarranbella,NSW,2447,97
Newtown,VIC,3351,97
Golden Point,VIC,3451,97
Tyntynder South,VIC,3586,97
Barnawartha North,VIC,3691,97
Glen Alvie,VIC,3979,97
Caldermeade,VIC,3984,97
Silver Ridge,QLD,4352,97
Crossroads,QLD,4413,97
Mungallala,QLD,4467,97
Bungunya,QLD,4494,97
Monsildale,QLD,4515,97
Wheatlands,QLD,4606,97
Haly Creek,QLD,4610,97
Reids Creek,QLD,4625,97
Mullett Creek,QLD,4670,97
Bombeeta,QLD,4871,97
Pages Flat,SA,5172,97
Pelican Lagoon,SA,5222,97
Wunkar,SA,5311,97
Mount Crawford,SA,5351,97
Steinfeld,SA,5356,97
Emu Downs,SA,5381,97
Mount Bryan East,SA,5419,97
Beetaloo Valley,SA,5523,97
Sandilands,SA,5571,97
Yeelanna,SA,5632,97
Paradise,WA,6236,97
Siesta Park,WA,6280,97
Osmington,WA,6285,97
Roches Beach,TAS,7170,97
Boomer Bay,TAS,7177,97
Bishops Bridge,NSW,2326,96
Mount Olive,NSW,2330,96
Turrawan,NSW,2390,96
Boolambayte,NSW,2423,96
Meringo,NSW,2537,96
Mogendoura,NSW,2537,96
Carrick,NSW,2580,96
Bombay,NSW,2622,96
Bumbaldry,NSW,2794,96
Gin Gin,NSW,2823,96
Alvie,VIC,3249,96
Ondit,VIC,3249,96
Wangoom,VIC,3279,96
Vectis,VIC,3401,96
Towong,VIC,3707,96
Barjarg,VIC,3723,96
Garfield North,VIC,3814,96
Bundalaguah,VIC,3851,96
Kilmany,VIC,3851,96
Berat,QLD,4362,96
Jackson North,QLD,4426,96
Kanigan,QLD,4570,96
Glenrae,QLD,4626,96
Beelbi Creek,QLD,4659,96
Crediton,QLD,4757,96
Shirbourne,QLD,4809,96
Mica Creek,QLD,4825,96
Wall Flat,SA,5254,96
Sandalwood,SA,5309,96
Yanmah,WA,6258,96
Bodallin,WA,6424,96
Buntine,WA,6613,96
Rowella,TAS,7270,96
Emu Heights,TAS,7320,96
Nyirripi,NT,0872,95
Mitchells Flat,NSW,2330,95
Elsmore,NSW,2360,95
Bolivia,NSW,2372,95
Rocky River,NSW,2372,95
Emerald Hill,NSW,2380,95
Great Marlow,NSW,2460,95
Byangum,NSW,2484,95
Bombo,NSW,2533,95
Angledale,NSW,2550,95
Beaumont,NSW,2577,95
Mullengandra,NSW,2644,95
Kikoira,NSW,2669,95
Conargo,NSW,2710,95
Boomanoomana,NSW,2712,95
Lacmalac,NSW,2720,95
Bell,NSW,2786,95
Minore,NSW,2830,95
Bedgerabong,NSW,2871,95
Paraparap,VIC,3240,95
Longwood East,VIC,3666,95
Limestone,VIC,3717,95
Yering,VIC,3770,95
Shady Creek,VIC,3821,95
Bete Bolong,VIC,3888,95
Arawata,VIC,3951,95
Ruby,VIC,3953,95
Darlington,QLD,4285,95
Glen Cairn,QLD,4342,95
Elliott,QLD,4670,95
Parawa,SA,5203,95
Paruna,SA,5311,95
Point Pearce,SA,5573,95
West Coolup,WA,6214,95
Yeagarup,WA,6260,95
Elderslie,TAS,7030,95
Levendale,TAS,7120,95
Dartbrook,NSW,2336,94
Hanging Rock,NSW,2340,94
Markwell,NSW,2423,94
Killawarra,NSW,2429,94
Palmers Channel,NSW,2463,94
Green Pigeon,NSW,2474,94
Boorabee Park,NSW,2480,94
Huonbrook,NSW,2482,94
Coopers Gully,NSW,2550,94
Harolds Cross,NSW,2622,94
Neurea,NSW,2820,94
Burrundulla,NSW,2850,94
Streatham,VIC,3351,94
Jung,VIC,3401,94
Boundary Bend,VIC,3599,94
Wongungarra,VIC,3862,94
Cobungra,VIC,3898,94
Mount Coot-tha,QLD,4066,94
Athol,QLD,4350,94
Forest Springs,QLD,4362,94
Fairyland,QLD,4413,94
Moy Pocket,QLD,4574,94
Manyung,QLD,4605,94
Ideraway,QLD,4625,94
Eidsvold East,QLD,4627,94
Limestone Creek,QLD,4701,94
Stoters Hill,QLD,4860,94
Mount Jagged,SA,5211,94
Bool Lagoon,SA,5271,94
Thornlea,SA,5280,94
Verran,SA,5603,94
Port Paterson,SA,5700,94
Waterloo,WA,6228,94
Wilga,WA,6243,94
Ludlow,WA,6280,94
Dumberning,WA,6312,94
Jingalup,WA,6395,94
Moorine Rock,WA,6425,94
Minjilang,NT,0822,93
Ardglen,NSW,2338,93
Castle Doyle,NSW,2350,93
Wellingrove,NSW,2370,93
Cowper,NSW,2460,93
Bungawalbin,NSW,2469,93
Avoca,NSW,2577,93
Oberne Creek,NSW,2650,93
Emu Swamp,NSW,2800,93
Buangor,VIC,3375,93
Kaarimba,VIC,3635,93
Sandy Creek,VIC,3695,93
Seaview,VIC,3821,93
Heath Hill,VIC,3981,93
Poowong North,VIC,3988,93
Harmers Haven,VIC,3995,93
Cressbrook,QLD,4313,93
Mount Walker,QLD,4340,93
Kunioon,QLD,4615,93
Byrnestown,QLD,4625,93
Cape Gloucester,QLD,4800,93
Foresthome,QLD,4850,93
Hindmarsh Tiers,SA,5202,93
Ucolta,SA,5422,93
Piesse Brook,WA,6076,93
Perup,WA,6258,93
Latham,WA,6616,93
Wittenoom,WA,6751,93
Westbrook,NSW,2330,92
Bandon Grove,NSW,2420,92
Farrants Hill,NSW,2484,92
Tanglewood,NSW,2488,92
Beryl,NSW,2852,92
Yuulong,VIC,3237,92
Condah,VIC,3303,92
Carngham,VIC,3351,92
Black Range,VIC,3381,92
Neerim Junction,VIC,3832,92
Wairewa,VIC,3887,92
Natural Bridge,QLD,4211,92
Allandale,QLD,4310,92
Coochin,QLD,4310,92
Coolana,QLD,4311,92
Yarranlea,QLD,4356,92
Leslie Dam,QLD,4370,92
Yuleba North,QLD,4427,92
Upper Kandanga,QLD,4570,92
Spreadborough,QLD,4825,92
Packers Camp,QLD,4865,92
Cowley Beach,QLD,4871,92
Seisia,QLD,4876,92
Beatrice,QLD,4886,92
Sandergrove,SA,5255,92
Marcollat,SA,5271,92
Sunnydale,SA,5353,92
Baroota,SA,5495,92
Cockaleechie,SA,5631,92
Buckleboo,SA,5641,92
Lowden,WA,6240,92
West Pingelly,WA,6308,92
Broomehill East,WA,6318,92
Loorana,TAS,7256,92
Doctors Point,TAS,7304,92
Moorleah,TAS,7325,92
Arthur River,TAS,7330,92
Kingfisher Shores,NSW,2259,91
Ogunbil,NSW,2340,91
Torryburn,NSW,2421,91
Seal Rocks,NSW,2423,91
Grassy Head,NSW,2441,91
Dorroughby,NSW,2480,91
Reserve Creek,NSW,2484,91
Curramore,NSW,2533,91
Croobyar,NSW,2539,91
Roslyn,NSW,2580,91
The Gap,NSW,2650,91
Booligal,NSW,2711,91
Buckaroo,NSW,2850,91
Millbrook,VIC,3352,91
Vinifera,VIC,3591,91
Lima East,VIC,3673,91
Gapsted,VIC,3737,91
Krowera,VIC,3945,91
Cainbable,QLD,4285,91
Bapaume,QLD,4352,91
Storm King,QLD,4380,91
Southwood,QLD,4406,91
Mungungo,QLD,4630,91
Taratap,SA,5275,91
Cape Douglas,SA,5291,91
Meribah,SA,5311,91
Overland Corner,SA,5330,91
Altona,SA,5351,91
Willowie,SA,5431,91
Neridup,WA,6450,91
Yerecoin,WA,6571,91
Pegarah,TAS,7256,91
Whitemore,TAS,7303,91
Ampilatwatja,NT,0872,90
Cottage Point,NSW,2084,90
Huntingwood,NSW,2148,90
Brunkerville,NSW,2323,90
Maison Dieu,NSW,2330,90
Reedy Creek,NSW,2330,90
Buckra Bendinni,NSW,2449,90
Long Point,NSW,2564,90
Lade Vale,NSW,2581,90
Cunningar,NSW,2587,90
The Ridgeway,ACT,2620,90
Braemar Bay,NSW,2628,90
Old Adaminaby,NSW,2629,90
Clergate,NSW,2800,90
Murroon,VIC,3243,90
Waterloo,VIC,3373,90
Wellsford,VIC,3551,90
Kevington,VIC,3723,90
Longwarry North,VIC,3816,90
Flynn,VIC,3844,90
Baromi,VIC,3871,90
Jam Jerrup,VIC,3984,90
Bunjurgen,QLD,4310,90
Winwill,QLD,4347,90
Burncluith,QLD,4413,90
Two Mile,QLD,4570,90
Barambah,QLD,4601,90
Boonara,QLD,4601,90
Mingo,QLD,4625,90
Columbia,QLD,4820,90
Fitzgerald Creek,QLD,4860,90
Greenways,SA,5272,90
Minvalara,SA,5422,90
Willochra,SA,5433,90
Sheaoak Flat,SA,5581,90
North Scottsdale,TAS,7260,90
Kangaroo Creek,NSW,2460,89
Coffee Camp,NSW,2480,89
Marom Creek,NSW,2480,89
Tygalgah,NSW,2484,89
Bellmount Forest,NSW,2581,89
Berremangra,NSW,2582,89
Tuena,NSW,2583,89
Creewah,NSW,2631,89
Hobbys Yards,NSW,2795,89
Balladoran,NSW,2822,89
Netherby,VIC,3418,89
Pipers Creek,VIC,3444,89
Youanmite,VIC,3646,89
Reefton,VIC,3799,89
Yallourn,VIC,3825,89
Mossiface,VIC,3885,89
Tongio,VIC,3896,89
Mount Eccles,VIC,3953,89
Bryden,QLD,4312,89
Dagun,QLD,4570,89
Mooloo,QLD,4570,89
Stalworth,QLD,4613,89
Gootchie,QLD,4650,89
Yaraka,QLD,4731,89
Mount Marlow,QLD,4800,89
Buckland Park,SA,5120,89
Lower Hermitage,SA,5131,89
Prospect Hill,SA,5201,89
Belvidere,SA,5255,89
Moockra,SA,5432,89
Spring Farm,SA,5453,89
Belalie North,SA,5491,89
Dudinin,WA,6363,89
Duranillin,WA,6393,89
Arrino,WA,6519,89
Bookara,WA,6525,89
Reynolds Neck,TAS,7304,89
Wendoree Park,NSW,2250,88
Picketts Valley,NSW,2251,88
Luskintyre,NSW,2321,88
Bullawa Creek,NSW,2390,88
Fernbrook,NSW,2453,88
Old Bonalbo,NSW,2469,88
Cedar Point,NSW,2474,88
Doon Doon,NSW,2484,88
Godfreys Creek,NSW,2586,88
Little Billabong,NSW,2644,88
Napoleon Reef,NSW,2795,88
Frog Rock,NSW,2850,88
Carpendeit,VIC,3260,88
Cape Clear,VIC,3351,88
Warrenbayne,VIC,3670,88
Maintongoon,VIC,3714,88
Goon Nure,VIC,3875,88
Thorndale,QLD,4380,88
Nandi,QLD,4405,88
Chances Plain,QLD,4413,88
Bells Creek,QLD,4551,88
Neerdie,QLD,4570,88
Okeden,QLD,4613,88
Bullcamp,QLD,4615,88
Glen Isla,QLD,4800,88
Springlands,QLD,4804,88
Beach Holm,QLD,4818,88
Coles,SA,5272,88
Wepar,SA,5278,88
Belalie East,SA,5491,88
Bungama,SA,5540,88
Thomson Brook,WA,6239,88
Channybearup,WA,6260,88
Takalarup,WA,6324,88
Ardath,WA,6419,88
Babakin,WA,6428,88
Police Point,TAS,7116,88
Emita,TAS,7255,88
Jetsonville,TAS,7260,88
Exton,TAS,7303,88
Llangothlin,NSW,2365,87
Bowman,NSW,2422,87
Crowdy Head,NSW,2427,87
Round Mountain,NSW,2484,87
Bellawongarah,NSW,2535,87
Curraweela,NSW,2580,87
Barwang,NSW,2594,87
Tomboye,NSW,2622,87
Huntley,NSW,2800,87
Twelve Mile,NSW,2850,87
Cookamidgera,NSW,2870,87
Bookaar,VIC,3260,87
Mumbannar,VIC,3304,87
Morrisons,VIC,3334,87
Rowsley,VIC,3340,87
Corindhap,VIC,3352,87
Katandra,VIC,3634,87
Hansonville,VIC,3675,87
Molesworth,VIC,3718,87
Buln Buln East,VIC,3821,87
Gelantipy,VIC,3885,87
Robertsons Beach,VIC,3971,87
Illinbah,QLD,4275,87
The Falls,QLD,4373,87
Brymaroo,QLD,4403,87
Dalwogon,QLD,4415,87
Womalilla,QLD,4465,87
Mannuem,QLD,4610,87
Electra,QLD,4670,87
Dakenba,QLD,4715,87
Bull Creek,SA,5157,87
Wattle Flat,SA,5203,87
Ponde,SA,5238,87
Paechtown,SA,5245,87
Senior,SA,5268,87
Keppoch,SA,5271,87
German Flat,SA,5280,87
Marama,SA,5307,87
